"","masterid","sampleyear","MetricValue","deltah_final","hydro.endpoints","ChannelType","csci_Incr","RelChangeInDeltaINC","Threshold","Lower2","Upper2","NoFlowProblem","HealthyCSCI","RelChangeInDelta","Categories","MaxScore"
"4182","412M08632",2017,0.36662216,171.645883549784,"Peak_5","HB",0.46662216,0,"HB",-1804.11759845027,3702.02659366523,"Yes","No",NA,"Type A",0.36662216
"4183","SMC01934",2012,0.56873842,236.309105394606,"Peak_5","SB2",0.66873842,0,"SB2",-556.595476694102,2650.25243516848,"Yes","No",NA,"Type A",0.56873842
"4184","SMC02563",2014,0.48340097,93.6013312021312,"Peak_5","SB2",0.58340097,0,"SB2",-556.595476694102,2650.25243516848,"Yes","No",NA,"Type A",0.48340097
"4185","SMC05230",2012,0.63611972,-17994.1026025166,"Peak_5","SB2",0.73611972,0,"SB2",-556.595476694102,2650.25243516848,"No","No",96.9067894688104,"Type D",0.63611972
"4186","SMC08766",2018,0.31658032,-2296.03028205128,"Peak_5","HB",0.41658032,0,"HB",-1804.11759845027,3702.02659366523,"No","No",21.424485880976,"Type D",0.31658032
"4187","SMC06188",2014,1.06242093,-26.0973883782884,"Peak_5","SB1",1.16242093,0,"SB2",-556.595476694102,2650.25243516848,"No","Yes",2032.76312796555,"Type X",1.06242093
"4188","SMC00436",2017,0.62060885,-2010.1831035631,"Peak_5","HB",0.72060885,0,"HB",-1804.11759845027,3702.02659366523,"No","No",10.2510813441608,"Type D",0.62060885
"4189","405M10598",2021,0.447197,-104.908174392274,"Peak_5","HB",0.547197,0,"HB",-1804.11759845027,3702.02659366523,"No","No",1619.71117494075,"Type D",0.447197
"4190","SMC13630",2020,0.38264821,-2296.03028205128,"Peak_5","HB",0.48264821,0,"HB",-1804.11759845027,3702.02659366523,"No","No",21.424485880976,"Type D",0.38264821
"4191","408M03005",2015,0.69308165,-78.2476626040626,"Peak_5","HB",0.79308165,0,"HB",-1804.11759845027,3702.02659366523,"No","No",2205.65046725958,"Type D",0.69308165
"4192","412M08643",2018,0.34539529,-7675.81310955712,"Peak_5","HB",0.44539529,0,"HB",-1804.11759845027,3702.02659366523,"No","No",76.4960718467211,"Type D",0.34539529
"4193","402M00110",2019,0.86127107,70.4390387279387,"Peak_5","SB1",0.96127107,0,"SB2",-556.595476694102,2650.25243516848,"Yes","Yes",NA,"Type X",0.86127107
"4194","SMC16832",2018,0.30532013,-2296.03028205128,"Peak_5","HB",0.40532013,0,"HB",-1804.11759845027,3702.02659366523,"No","No",21.424485880976,"Type D",0.30532013
"4195","SMC00910",2009,0.54781505,-15.4340491175491,"Peak_5","SB0",0.64781505,0,"SB2",-556.595476694102,2650.25243516848,"No","No",3506.2829167832,"Type D",0.54781505
"4196","SMC05902",2011,0.54576501,-158.150441891442,"Peak_5","HB",0.64576501,0,"HB",-1804.11759845027,3702.02659366523,"No","No",1040.76039046964,"Type D",0.54576501
"4197","SMC17432",2021,0.37948423,-2296.03028205128,"Peak_5","HB",0.47948423,0,"HB",-1804.11759845027,3702.02659366523,"No","No",21.424485880976,"Type D",0.37948423
"4198","SMC04008",2012,0.82131893,-108.032485680986,"Peak_5","SB1",0.92131893,0,"SB2",-556.595476694102,2650.25243516848,"No","Yes",415.211210022232,"Type X",0.82131893
"4199","SMC04132",2012,0.64231609,4619.625105994,"Peak_5","HB",0.74231609,0,"HB",-1804.11759845027,3702.02659366523,"No","No",19.8630514657603,"Type D",0.64231609
"4200","SMC04756",2014,0.65494459,-672.09316999667,"Peak_5","SB0",0.75494459,0,"SB2",-556.595476694102,2650.25243516848,"No","No",17.1847741442069,"Type D",0.65494459
"4201","801SAR165",2008,0.6596796,-8369.58030303031,"Peak_5","SB0",0.7596796,0,"SB2",-556.595476694102,2650.25243516848,"No","No",93.34978031703,"Type D",0.6596796
"4202","SMC21921",2013,0.3158459,-16.9723305028306,"Peak_5","HB",0.4158459,0,"HB",-1804.11759845027,3702.02659366523,"No","No",10529.7576408224,"Type D",0.3158459
"4203","SMC20994",2013,0.54383597,-158.150441891442,"Peak_5","HB",0.64383597,0,"HB",-1804.11759845027,3702.02659366523,"No","No",1040.76039046964,"Type D",0.54383597
"4204","SMC21796",2013,0.49156904,-811.285748917748,"Peak_5","HB",0.59156904,0,"HB",-1804.11759845027,3702.02659366523,"No","No",122.377577919612,"Type D",0.49156904
"4205","404M04674",2019,0.43666498,997.368047985348,"Peak_5","SB2",0.53666498,0,"SB2",-556.595476694102,2650.25243516848,"No","No",165.724617960432,"Type D",0.43666498
"4206","801M12675",2019,0.49640118,-18874.0226619571,"Peak_5","SB0",0.59640118,0,"SB2",-556.595476694102,2650.25243516848,"No","No",97.0509970944562,"Type D",0.49640118
"4207","801CYC398",2016,1.03554731,77.4009981684981,"Peak_5","SB1",1.13554731,0,"SB2",-556.595476694102,2650.25243516848,"Yes","Yes",NA,"Type X",1.03554731
"4208","801SDC504",2012,0.38364989,-183.39701964702,"Peak_5","SB1",0.48364989,0,"SB2",-556.595476694102,2650.25243516848,"No","No",203.492105687087,"Type D",0.38364989
"4209","408BH5Cxx",2010,0.63007439,-108.032485680986,"Peak_5","SB2",0.73007439,0,"SB2",-556.595476694102,2650.25243516848,"No","No",415.211210022232,"Type D",0.63007439
"4210","904M21784",2019,0.66767341,-86.7624821178822,"Peak_5","HB",0.76767341,0,"HB",-1804.11759845027,3702.02659366523,"No","No",1979.37527190503,"Type D",0.66767341
"4211","904M21782",2019,0.51222084,3.1314916083915,"Peak_5","HB",0.61222084,0,"HB",-1804.11759845027,3702.02659366523,"Yes","No",NA,"Type A",0.51222084
"4212","801CYC121",2007,0.78190452,45.0358002997002,"Peak_5","SB0",0.88190452,0,"SB2",-556.595476694102,2650.25243516848,"Yes","No",NA,"Type A",0.78190452
"4213","907SDRS2x",1997,0.76250787,-2658.48850566101,"Peak_5","SB0",0.86250787,0,"SB2",-556.595476694102,2650.25243516848,"No","No",79.0634612296091,"Type D",0.76250787
"4214","412BH1Axx",2010,0.54226137,-425.097162071262,"Peak_5","SB0",0.64226137,0,"SB2",-556.595476694102,2650.25243516848,"No","No",30.9337079509357,"Type D",0.54226137
"4215","801S03971",2014,0.15266242,-190.065602397603,"Peak_5","SB2",0.25266242,0,"SB2",-556.595476694102,2650.25243516848,"No","No",192.84387583701,"Type D",0.15266242
"4216","412CE0104",2005,0.6547592,-3023.73148618048,"Peak_5","HB",0.7547592,0,"HB",-1804.11759845027,3702.02659366523,"No","No",40.3347285730984,"Type D",0.6547592
"4217","801S19486",2022,0.44006351,-190.065602397603,"Peak_5","SB2",0.54006351,0,"SB2",-556.595476694102,2650.25243516848,"No","No",192.84387583701,"Type D",0.44006351
"4218","408CAL013",2001,0.53895274,-78.2476626040626,"Peak_5","HB",0.63895274,0,"HB",-1804.11759845027,3702.02659366523,"No","No",2205.65046725958,"Type D",0.53895274
"4219","405BH2Bxx",2010,1.0822758,-133.644597968698,"Peak_5","SB1",1.1822758,0,"SB2",-556.595476694102,2650.25243516848,"No","Yes",316.47435448492,"Type X",1.0822758
"4220","801RB8601",2009,0.31952121,274.822376090576,"Peak_5","HB",0.41952121,0,"HB",-1804.11759845027,3702.02659366523,"Yes","No",NA,"Type A",0.31952121
"4221","403STC090",2003,0.92532684,230.655638128538,"Peak_5","SB2",1.02532684,0,"SB2",-556.595476694102,2650.25243516848,"Yes","Yes",NA,"Type X",0.92532684
"4222","412LAR004",2005,0.34315656,171.645883549784,"Peak_5","HB",0.44315656,0,"HB",-1804.11759845027,3702.02659366523,"Yes","No",NA,"Type A",0.34315656
"4223","904AHC004",2010,0.61083141,-112.827501798202,"Peak_5","SB0",0.71083141,0,"SB2",-556.595476694102,2650.25243516848,"No","No",393.3154309218,"Type D",0.61083141
"4224","405BH3Bxx",2010,0.99578089,-196.367404262404,"Peak_5","SB1",1.09578089,0,"SB2",-556.595476694102,2650.25243516848,"No","Yes",183.445961301362,"Type X",0.99578089
"4225","408BH5Bxx",2010,0.68784954,-108.032485680986,"Peak_5","SB1",0.78784954,0,"SB2",-556.595476694102,2650.25243516848,"No","No",415.211210022232,"Type D",0.68784954
"4226","801CYC114",2013,1.1524091,77.4009981684981,"Peak_5","SB1",1.2524091,0,"SB2",-556.595476694102,2650.25243516848,"Yes","Yes",NA,"Type X",1.1524091
"4227","408BH5Axx",2010,0.88556513,-108.032485680986,"Peak_5","SB1",0.98556513,0,"SB2",-556.595476694102,2650.25243516848,"No","Yes",415.211210022232,"Type X",0.88556513
"4228","901SJSJC9",2008,0.57116122,-837.692768731268,"Peak_5","SB2",0.67116122,0,"SB2",-556.595476694102,2650.25243516848,"No","No",33.5561320963655,"Type D",0.57116122
"4229","901M14145",2019,0.59089766,-837.692768731268,"Peak_5","SB2",0.69089766,0,"SB2",-556.595476694102,2650.25243516848,"No","No",33.5561320963655,"Type D",0.59089766
"4230","901S00531",2022,0.41662551,17.3212629037629,"Peak_5","HB",0.51662551,0,"HB",-1804.11759845027,3702.02659366523,"Yes","No",NA,"Type A",0.41662551
"4231","408S00660",2020,0.62962488,-918.924798534799,"Peak_5","SB2",0.72962488,0,"SB2",-556.595476694102,2650.25243516848,"No","No",39.4297033248446,"Type D",0.62962488
"4232","907S11430",2012,0.86676941,51.2850397602396,"Peak_5","SB2",0.96676941,0,"SB2",-556.595476694102,2650.25243516848,"Yes","Yes",NA,"Type X",0.86676941
"4233","SMC00899",2023,0.32947312,-30.453997036297,"Peak_5","HB",0.42947312,0,"HB",-1804.11759845027,3702.02659366523,"No","No",5824.0749130566,"Type D",0.32947312
"4234","845M10616",2023,0.49778274,40.450492007992,"Peak_5","SB0",0.59778274,0,"SB2",-556.595476694102,2650.25243516848,"Yes","No",NA,"Type A",0.49778274
"4235","408S00036",2020,0.50006549,4619.625105994,"Peak_5","SB2",0.60006549,0,"SB2",-556.595476694102,2650.25243516848,"No","No",42.6305733828973,"Type D",0.50006549
"4236","901M14153",2020,0.68654693,-837.692768731268,"Peak_5","SB2",0.78654693,0,"SB2",-556.595476694102,2650.25243516848,"No","No",33.5561320963655,"Type D",0.68654693
"4237","412M08663",2021,0.82196411,-3041.52813336663,"Peak_5","SB1",0.92196411,0,"SB2",-556.595476694102,2650.25243516848,"No","Yes",81.700137158422,"Type X",0.82196411
"4238","412M08662",2021,0.3591639,-23.6362112887114,"Peak_5","HB",0.4591639,0,"HB",-1804.11759845027,3702.02659366523,"No","No",7532.85442160484,"Type D",0.3591639
"4239","412M08659",2020,0.59525555,-3128.70856610056,"Peak_5","HB",0.69525555,0,"HB",-1804.11759845027,3702.02659366523,"No","No",42.3366682982935,"Type D",0.59525555
"4240","403WE0746",2021,1.07092158,237.15691052281,"Peak_5","SB1",1.17092158,0,"SB2",-556.595476694102,2650.25243516848,"Yes","Yes",NA,"Type X",1.07092158
"4241","ME-VR2",2023,0.71183711,-1551.46350732601,"Peak_5","SB1",0.81183711,0,"SB2",-556.595476694102,2650.25243516848,"No","No",64.1244880033685,"Type D",0.71183711
"4242","SMC00318",2022,0.51236945,-7675.81310955712,"Peak_5","HB",0.61236945,0,"HB",-1804.11759845027,3702.02659366523,"No","No",76.4960718467211,"Type D",0.51236945
"4243","801M15406",2017,0.28899614,-224.523846853147,"Peak_5","HB",0.38899614,0,"HB",-1804.11759845027,3702.02659366523,"No","No",703.53050410288,"Type D",0.28899614
"4244","801M15389",2017,0.29291407,-753.918151381951,"Peak_5","HB",0.39291407,0,"HB",-1804.11759845027,3702.02659366523,"No","No",139.298867541958,"Type D",0.29291407
"4245","412PS0020",2022,0.40638526,312.215783349983,"Peak_5","HB",0.50638526,0,"HB",-1804.11759845027,3702.02659366523,"No","No",1085.72692063917,"Type D",0.40638526
"4246","412M10210",2022,0.64422875,-3041.52813336663,"Peak_5","SB2",0.74422875,0,"SB2",-556.595476694102,2650.25243516848,"No","No",81.700137158422,"Type D",0.64422875
"4247","412M08599",2022,0.61902263,-3041.52813336663,"Peak_5","SB2",0.71902263,0,"SB2",-556.595476694102,2650.25243516848,"No","No",81.700137158422,"Type D",0.61902263
"4248","SMC04670",2022,0.32621129,-2296.03028205128,"Peak_5","HB",0.42621129,0,"HB",-1804.11759845027,3702.02659366523,"No","No",21.424485880976,"Type D",0.32621129
"4249","SMC03984",2022,0.86744228,-10.1829644355644,"Peak_5","SB1",0.96744228,0,"SB2",-556.595476694102,2650.25243516848,"No","Yes",5365.94736941406,"Type X",0.86744228
"4250","SMC03390",2022,0.47718303,-2296.03028205128,"Peak_5","HB",0.57718303,0,"HB",-1804.11759845027,3702.02659366523,"No","No",21.424485880976,"Type D",0.47718303
"4251","SMC00574",2022,0.3463871,-2296.03028205128,"Peak_5","HB",0.4463871,0,"HB",-1804.11759845027,3702.02659366523,"No","No",21.424485880976,"Type D",0.3463871
"4252","SGLT506",2022,0.57418273,-306.229669330669,"Peak_5","SB2",0.67418273,0,"SB2",-556.595476694102,2650.25243516848,"No","No",81.7575279072931,"Type D",0.57418273
"4253","405PS0036",2022,0.95476126,1.37607365967369,"Peak_5","SB1",1.05476126,0,"SB2",-556.595476694102,2650.25243516848,"Yes","Yes",NA,"Type X",0.95476126
"4254","405M10600",2022,0.60341547,-2296.03028205128,"Peak_5","HB",0.70341547,0,"HB",-1804.11759845027,3702.02659366523,"No","No",21.424485880976,"Type D",0.60341547
"4255","901ATCDOS",2019,0.68779174,236.309105394606,"Peak_5","SB2",0.78779174,0,"SB2",-556.595476694102,2650.25243516848,"Yes","No",NA,"Type A",0.68779174
"4256","411M07394",2023,0.48582814,164.76877009657,"Peak_5","HB",0.58582814,0,"HB",-1804.11759845027,3702.02659366523,"Yes","No",NA,"Type A",0.48582814
"4257","SMC18169",2022,0.70326565,-7370.119479354,"Peak_5","SB2",0.80326565,0,"SB2",-556.595476694102,2650.25243516848,"No","No",92.4479449993545,"Type D",0.70326565
"4258","408M03190",2023,0.63727724,-672.09316999667,"Peak_5","SB2",0.73727724,0,"SB2",-556.595476694102,2650.25243516848,"No","No",17.1847741442069,"Type D",0.63727724
"4259","SMC15678",2021,0.32904119,-132.915457042957,"SP_Mag","HB",0.42904119,0,"HB",-633.196735295174,971.66554732611,"No","No",376.390593977743,"Type D",0.32904119
"4260","SMC04972",2020,1.11217878,34.2887267732268,"SP_Mag","SB1",1.21217878,0,"SB2",0,117.625357795745,"No","Yes",243.043818960314,"Type X",1.11217878
"4261","SMC01260",2019,0.54567054,124.635175324675,"SP_Mag","HB",0.64567054,0,"HB",-633.196735295174,971.66554732611,"No","No",679.607799158559,"Type D",0.54567054
"4262","SMC02536",2011,0.60351498,214.111738927739,"SP_Mag","HB",0.70351498,0,"HB",-633.196735295174,971.66554732611,"No","No",353.812365539677,"Type D",0.60351498
"4263","SMC21822",2010,0.74802815,-910.80802131202,"SP_Mag","SB1",0.84802815,0,"SB2",0,117.625357795745,"No","No",100,"Type D",0.74802815
"4264","SMC20032",2019,0.37813902,-132.915457042957,"SP_Mag","HB",0.47813902,0,"HB",-633.196735295174,971.66554732611,"No","No",376.390593977743,"Type D",0.37813902
"4265","412M08630",2017,0.31807442,441.10798851149,"SP_Mag","HB",0.41807442,0,"HB",-633.196735295174,971.66554732611,"No","No",120.278383668583,"Type D",0.31807442
"4266","SMC00190",2008,0.41560858,388.811283716284,"SP_Mag","HB",0.51560858,0,"HB",-633.196735295174,971.66554732611,"No","No",149.906725452735,"Type D",0.41560858
"4267","SMC08094",2012,0.49320633,-1049.80261938062,"SP_Mag","SB2",0.59320633,0,"SB2",0,117.625357795745,"No","No",100,"Type D",0.49320633
"4268","SMC09118",2013,0.38672401,-1049.80261938062,"SP_Mag","SB2",0.48672401,0,"SB2",0,117.625357795745,"No","No",100,"Type D",0.38672401
"4269","SMC05332",2012,0.66888292,330.20988944389,"SP_Mag","SB1",0.76888292,0,"SB2",0,117.625357795745,"No","No",64.378608407568,"Type D",0.66888292
"4270","SMC04532",2012,0.64466926,301.846024309025,"SP_Mag","HB",0.74466926,0,"HB",-633.196735295174,971.66554732611,"No","No",221.907684406449,"Type D",0.64466926
"4271","906M21770",2018,0.61784957,221.951695138195,"SP_Mag","HB",0.71784957,0,"HB",-633.196735295174,971.66554732611,"No","No",337.782440328341,"Type D",0.61784957
"4272","SMC01772",2012,0.5946632,395.849666999667,"SP_Mag","HB",0.6946632,0,"HB",-633.196735295174,971.66554732611,"No","No",145.463272633479,"Type D",0.5946632
"4273","SMC01824",2012,0.60387461,235.309578255078,"SP_Mag","HB",0.70387461,0,"HB",-633.196735295174,971.66554732611,"No","No",312.930724933268,"Type D",0.60387461
"4274","SMC03646",2013,0.53242816,372.866616716617,"SP_Mag","HB",0.63242816,0,"HB",-633.196735295174,971.66554732611,"No","No",160.593333852837,"Type D",0.53242816
"4275","SMC16045",2012,0.50959439,95.1436396936397,"SP_Mag","HB",0.60959439,0,"HB",-633.196735295174,971.66554732611,"No","No",921.261694901362,"Type D",0.50959439
"4276","SMC02656",2018,0.46463614,67.9546208791209,"SP_Mag","HB",0.56463614,0,"HB",-633.196735295174,971.66554732611,"No","No",1329.87413476197,"Type D",0.46463614
"4277","412M08602",2015,0.41044659,372.866616716617,"SP_Mag","HB",0.51044659,0,"HB",-633.196735295174,971.66554732611,"No","No",160.593333852837,"Type D",0.41044659
"4278","412M08616",2016,0.48068983,361.025361471862,"SP_Mag","HB",0.58068983,0,"HB",-633.196735295174,971.66554732611,"No","No",169.140523359559,"Type D",0.48068983
"4279","412M08642",2018,0.69076579,285.568251748252,"SP_Mag","HB",0.79076579,0,"HB",-633.196735295174,971.66554732611,"No","No",240.256853266273,"Type D",0.69076579
"4280","SMC06740",2013,0.52573471,376.380854906998,"SP_Mag","HB",0.62573471,0,"HB",-633.196735295174,971.66554732611,"No","No",158.160194563085,"Type D",0.52573471
"4281","SMC22521",2013,0.49731068,95.1436396936397,"SP_Mag","HB",0.59731068,0,"HB",-633.196735295174,971.66554732611,"No","No",921.261694901362,"Type D",0.49731068
"4282","SMC00236",2021,0.44057374,73.1811060606061,"SP_Mag","HB",0.54057374,0,"HB",-633.196735295174,971.66554732611,"No","No",1227.75466186779,"Type D",0.44057374
"4283","412M08646",2019,0.63867762,239.785967032967,"SP_Mag","HB",0.73867762,0,"HB",-633.196735295174,971.66554732611,"No","No",305.222023352401,"Type D",0.63867762
"4284","SMC12862",2019,0.36552573,-132.915457042957,"SP_Mag","HB",0.46552573,0,"HB",-633.196735295174,971.66554732611,"No","No",376.390593977743,"Type D",0.36552573
"4285","SMC02988",2014,0.64388338,133.385334498835,"SP_Mag","HB",0.74388338,0,"HB",-633.196735295174,971.66554732611,"No","No",628.465052756303,"Type D",0.64388338
"4286","SMC07085",2011,0.46263341,95.1436396936397,"SP_Mag","HB",0.56263341,0,"HB",-633.196735295174,971.66554732611,"No","No",921.261694901362,"Type D",0.46263341
"4287","904M21713",2015,0.50790164,51.5735354645355,"SP_Mag","HB",0.60790164,0,"HB",-633.196735295174,971.66554732611,"No","No",1784.0390494351,"Type D",0.50790164
"4288","SMC01257",2011,0.68267913,119.736672993673,"SP_Mag","SB2",0.78267913,0,"SB2",0,117.625357795745,"No","No",1.76329869967204,"Type C",0.68267913
"4289","801M12625",2015,0.39757171,-1126.50038777889,"SP_Mag","HB",0.49757171,0,"HB",-633.196735295174,971.66554732611,"No","No",43.7908107121346,"Type D",0.39757171
"4290","SMC01912",2012,0.40445942,388.916773892774,"SP_Mag","HB",0.50445942,0,"HB",-633.196735295174,971.66554732611,"No","No",149.838940501446,"Type D",0.40445942
"4291","SMC02206",2011,0.52646484,107.081404928405,"SP_Mag","SB2",0.62646484,0,"SB2",0,117.625357795745,"No","No",9.84667027332125,"Type C",0.52646484
"4292","SMC02417",2011,0.5792463,51.5735354645355,"SP_Mag","HB",0.6792463,0,"HB",-633.196735295174,971.66554732611,"No","No",1784.0390494351,"Type D",0.5792463
"4293","SMC05524",2011,0.63736343,169.749468460111,"SP_Mag","SB2",0.73736343,0,"SB2",0,117.625357795745,"No","No",30.7064941865279,"Type D",0.63736343
"4294","412M08640",2018,0.3487884,371.503843489844,"SP_Mag","HB",0.4487884,0,"HB",-633.196735295174,971.66554732611,"No","No",161.549258332955,"Type D",0.3487884
"4295","SMC01726",2019,0.42642806,284.524278388279,"SP_Mag","HB",0.52642806,0,"HB",-633.196735295174,971.66554732611,"No","No",241.505319978394,"Type D",0.42642806
"4296","SMC03222",2012,0.58573482,80.1316162171163,"SP_Mag","HB",0.68573482,0,"HB",-633.196735295174,971.66554732611,"No","No",1112.58698276269,"Type D",0.58573482
"4297","408M03019",2015,0.71478848,196.052208886352,"SP_Mag","SB0",0.81478848,0,"SB2",0,117.625357795745,"No","No",40.0030438504621,"Type D",0.71478848
"4298","SMC01452",2010,0.39455766,239.785967032967,"SP_Mag","HB",0.49455766,0,"HB",-633.196735295174,971.66554732611,"No","No",305.222023352401,"Type D",0.39455766
"4299","SMC06302",2012,0.53709324,107.081404928405,"SP_Mag","SB2",0.63709324,0,"SB2",0,117.625357795745,"No","No",9.84667027332125,"Type C",0.53709324
"4300","SMC13214",2013,0.45440705,-1049.80261938062,"SP_Mag","SB2",0.55440705,0,"SB2",0,117.625357795745,"No","No",100,"Type D",0.45440705
"4301","SMC02484",2013,0.52408964,386.509583416585,"SP_Mag","HB",0.62408964,0,"HB",-633.196735295174,971.66554732611,"No","No",151.394943105159,"Type D",0.52408964
"4302","SMC18046",2013,0.81859748,191.161366799867,"SP_Mag","SB1",0.91859748,0,"SB2",0,117.625357795745,"No","Yes",38.4680284699519,"Type X",0.81859748
"4303","SMC03304",2011,0.591619,198.886442057942,"SP_Mag","HB",0.691619,0,"HB",-633.196735295174,971.66554732611,"No","No",388.552933660019,"Type D",0.591619
"4304","801M12611",2015,0.46342111,-1049.80261938062,"SP_Mag","SB2",0.56342111,0,"SB2",0,117.625357795745,"No","No",100,"Type D",0.46342111
"4305","SMC02270",2010,0.63508318,208.707424741925,"SP_Mag","HB",0.73508318,0,"HB",-633.196735295174,971.66554732611,"No","No",365.563478888024,"Type D",0.63508318
"4306","SMC02284",2013,0.41568411,77.2304274059275,"SP_Mag","HB",0.51568411,0,"HB",-633.196735295174,971.66554732611,"No","No",1158.13824934437,"Type D",0.41568411
"4307","SMC01278",2021,0.37555803,316.162571761572,"SP_Mag","HB",0.47555803,0,"HB",-633.196735295174,971.66554732611,"No","No",207.33098542065,"Type D",0.37555803
"4308","SMC09534",2018,0.41038968,-132.915457042957,"SP_Mag","HB",0.51038968,0,"HB",-633.196735295174,971.66554732611,"No","No",376.390593977743,"Type D",0.41038968
"4309","SMC03737",2012,0.52039334,51.5735354645355,"SP_Mag","HB",0.62039334,0,"HB",-633.196735295174,971.66554732611,"No","No",1784.0390494351,"Type D",0.52039334
"4310","SMC09564",2010,0.61535722,1.84807542457547,"SP_Mag","SB0",0.71535722,0,"SB2",0,117.625357795745,"No","No",6264.74876682943,"Type D",0.61535722
"4311","SMC11181",2011,0.50949656,95.1436396936397,"SP_Mag","HB",0.60949656,0,"HB",-633.196735295174,971.66554732611,"No","No",921.261694901362,"Type D",0.50949656
"4312","SMC02228",2009,0.57329829,285.568251748252,"SP_Mag","HB",0.67329829,0,"HB",-633.196735295174,971.66554732611,"No","No",240.256853266273,"Type D",0.57329829
"4313","SMC01990",2014,0.65620694,201.131408924409,"SP_Mag","SB0",0.75620694,0,"SB2",0,117.625357795745,"No","No",41.5181555060095,"Type D",0.65620694
"4314","SMC02644",2011,0.59386304,459.130495837496,"SP_Mag","SB0",0.69386304,0,"SB2",0,117.625357795745,"No","No",74.3808440384284,"Type D",0.59386304
"4315","SMC00446",2010,0.47742784,437.967840992341,"SP_Mag","SB0",0.57742784,0,"SB2",0,117.625357795745,"No","No",73.1429235696321,"Type D",0.47742784
"4316","SMC00958",2011,0.25463411,147.838655677656,"SP_Mag","SB2",0.35463411,0,"SB2",0,117.625357795745,"No","No",20.4366697893867,"Type D",0.25463411
"4317","SMC01358",2011,0.3957801,-262.647555111555,"SP_Mag","HB",0.4957801,0,"HB",-633.196735295174,971.66554732611,"No","No",141.082288021388,"Type D",0.3957801
"4318","SMC08655",2012,1.08139288,146.810757742258,"SP_Mag","SB1",1.18139288,0,"SB2",0,117.625357795745,"No","Yes",19.8796058240848,"Type X",1.08139288
"4319","412M08632",2017,0.36662216,388.916773892774,"SP_Mag","HB",0.46662216,0,"HB",-633.196735295174,971.66554732611,"No","No",149.838940501446,"Type D",0.36662216
"4320","SMC01934",2012,0.56873842,120.657474192474,"SP_Mag","SB2",0.66873842,0,"SB2",0,117.625357795745,"No","No",2.51299508548648,"Type C",0.56873842
"4321","SMC02563",2014,0.48340097,117.717035131535,"SP_Mag","SB2",0.58340097,0,"SB2",0,117.625357795745,"No","No",0.0778794128543561,"Type C",0.48340097
"4322","SMC05230",2012,0.63611972,-889.501400932399,"SP_Mag","SB2",0.73611972,0,"SB2",0,117.625357795745,"No","No",100,"Type D",0.63611972
"4323","SMC08766",2018,0.31658032,-132.915457042957,"SP_Mag","HB",0.41658032,0,"HB",-633.196735295174,971.66554732611,"No","No",376.390593977743,"Type D",0.31658032
"4324","SMC06188",2014,1.06242093,44.3132282717283,"SP_Mag","SB1",1.16242093,0,"SB2",0,117.625357795745,"No","Yes",165.440732673475,"Type X",1.06242093
"4325","SMC00436",2017,0.62060885,301.846024309025,"SP_Mag","HB",0.72060885,0,"HB",-633.196735295174,971.66554732611,"No","No",221.907684406449,"Type D",0.62060885
"4326","405M10598",2021,0.447197,235.309578255078,"SP_Mag","HB",0.547197,0,"HB",-633.196735295174,971.66554732611,"No","No",312.930724933268,"Type D",0.447197
"4327","SMC13630",2020,0.38264821,-132.915457042957,"SP_Mag","HB",0.48264821,0,"HB",-633.196735295174,971.66554732611,"No","No",376.390593977743,"Type D",0.38264821
"4328","408M03005",2015,0.69308165,198.886442057942,"SP_Mag","HB",0.79308165,0,"HB",-633.196735295174,971.66554732611,"No","No",388.552933660019,"Type D",0.69308165
"4329","412M08643",2018,0.34539529,284.699747419247,"SP_Mag","HB",0.44539529,0,"HB",-633.196735295174,971.66554732611,"No","No",241.29483996178,"Type D",0.34539529
"4330","402M00110",2019,0.86127107,87.1015675990676,"SP_Mag","SB1",0.96127107,0,"SB2",0,117.625357795745,"No","Yes",35.0439045335898,"Type X",0.86127107
"4331","SMC16832",2018,0.30532013,-132.915457042957,"SP_Mag","HB",0.40532013,0,"HB",-633.196735295174,971.66554732611,"No","No",376.390593977743,"Type D",0.30532013
"4332","SMC00910",2009,0.54781505,117.456594405594,"SP_Mag","SB0",0.64781505,0,"SB2",0,117.625357795745,"No","No",0.143681494432093,"Type C",0.54781505
"4333","SMC05902",2011,0.54576501,217.636001165501,"SP_Mag","HB",0.64576501,0,"HB",-633.196735295174,971.66554732611,"No","No",346.463609937038,"Type D",0.54576501
"4334","SMC17432",2021,0.37948423,-132.915457042957,"SP_Mag","HB",0.47948423,0,"HB",-633.196735295174,971.66554732611,"No","No",376.390593977743,"Type D",0.37948423
"4335","SMC04008",2012,0.82131893,149.338601898102,"SP_Mag","SB1",0.92131893,0,"SB2",0,117.625357795745,"No","Yes",21.235798178957,"Type X",0.82131893
"4336","SMC04132",2012,0.64231609,1291.22513386613,"SP_Mag","HB",0.74231609,0,"HB",-633.196735295174,971.66554732611,"No","No",24.7485568673225,"Type D",0.64231609
"4337","SMC04756",2014,0.65494459,169.749468460111,"SP_Mag","SB0",0.75494459,0,"SB2",0,117.625357795745,"No","No",30.7064941865279,"Type D",0.65494459
"4338","801SAR165",2008,0.6596796,18.4955097521526,"SP_Mag","SB0",0.7596796,0,"SB2",0,117.625357795745,"No","No",535.967104297059,"Type D",0.6596796
