"","masterid","Threshold","Index","Result","n"
"1","402M00002","NAT","csci","UBLS",8
"2","402M00002","NAT","csci","UBUS",1
"3","402M00002","NATHigh","csci","UBLS",8
"4","402M00002","NATHigh","csci","UBVLS",1
"5","402M00002","NATLow","csci","HBUS",9
"6","402M00002","NATMed","csci","UBLS",8
"7","402M00002","NATMed","csci","UBUS",1
"8","402M00009","NAT","csci","UBLS",7
"9","402M00009","NAT","csci","UBUS",2
"10","402M00009","NATHigh","csci","UBLS",9
"11","402M00009","NATLow","csci","UBLS",1
"12","402M00009","NATLow","csci","UBUS",8
"13","402M00009","NATMed","csci","UBLS",7
"14","402M00009","NATMed","csci","UBUS",2
"15","402M00015","NAT","csci","UBLS",6
"16","402M00015","NAT","csci","UBUS",3
"17","402M00015","NATHigh","csci","UBLS",9
"18","402M00015","NATLow","csci","HBUS",9
"19","402M00015","NATMed","csci","UBLS",6
"20","402M00015","NATMed","csci","UBUS",3
"21","402M00029","NAT","csci","UBLS",7
"22","402M00029","NAT","csci","UBUS",2
"23","402M00029","NATHigh","csci","UBLS",9
"24","402M00029","NATLow","csci","UBUS",9
"25","402M00029","NATMed","csci","UBLS",7
"26","402M00029","NATMed","csci","UBUS",2
"27","402M00030","NAT","csci","UBLS",4
"28","402M00030","NAT","csci","UBUS",5
"29","402M00030","NATHigh","csci","UBLS",9
"30","402M00030","NATLow","csci","HBUS",9
"31","402M00030","NATMed","csci","UBLS",4
"32","402M00030","NATMed","csci","UBUS",5
"33","402M00042","NAT","csci","UBLS",5
"34","402M00042","NAT","csci","UBUS",4
"35","402M00042","NATHigh","csci","UBLS",9
"36","402M00042","NATLow","csci","HBUS",9
"37","402M00042","NATMed","csci","UBLS",5
"38","402M00042","NATMed","csci","UBUS",4
"39","402M00043","NAT","csci","UBLS",7
"40","402M00043","NAT","csci","UBUS",2
"41","402M00043","NATHigh","csci","UBLS",9
"42","402M00043","NATLow","csci","HBUS",9
"43","402M00043","NATMed","csci","UBLS",7
"44","402M00043","NATMed","csci","UBUS",2
"45","402M00058","NAT","csci","UBLS",4
"46","402M00058","NAT","csci","UBUS",5
"47","402M00058","NATHigh","csci","UBLS",9
"48","402M00058","NATLow","csci","HBUS",9
"49","402M00058","NATMed","csci","UBLS",4
"50","402M00058","NATMed","csci","UBUS",5
"51","402M00090","NAT","csci","HBLS",4
"52","402M00090","NAT","csci","HBUS",5
"53","402M00090","NATHigh","csci","UBLS",9
"54","402M00090","NATLow","csci","HBUS",9
"55","402M00090","NATMed","csci","HBLS",4
"56","402M00090","NATMed","csci","HBUS",5
"57","402M00110","NATHigh","csci","UBLS",9
"58","402M00110","NATLow","csci","HBUS",9
"59","402M00110","NATMed","csci","HBLS",5
"60","402M00110","NATMed","csci","HBUS",4
"61","402M00114","NAT","csci","HBLS",7
"62","402M00114","NAT","csci","HBUS",2
"63","402M00114","NATHigh","csci","UBLS",9
"64","402M00114","NATLow","csci","HBLS",1
"65","402M00114","NATLow","csci","HBUS",8
"66","402M00114","NATMed","csci","HBLS",7
"67","402M00114","NATMed","csci","HBUS",2
"68","402M00127","NAT","csci","UBLS",6
"69","402M00127","NAT","csci","UBUS",3
"70","402M00127","NATHigh","csci","UBLS",9
"71","402M00127","NATLow","csci","HBUS",9
"72","402M00127","NATMed","csci","UBLS",6
"73","402M00127","NATMed","csci","UBUS",3
"74","402M00130","NAT","csci","HBLS",8
"75","402M00130","NAT","csci","HBUS",1
"76","402M00130","NATHigh","csci","UBLS",7
"77","402M00130","NATHigh","csci","UBVLS",2
"78","402M00130","NATLow","csci","HBUS",9
"79","402M00130","NATMed","csci","HBLS",8
"80","402M00130","NATMed","csci","HBUS",1
"81","402M00158","NAT","csci","UBLS",4
"82","402M00158","NAT","csci","UBUS",5
"83","402M00158","NATHigh","csci","UBLS",9
"84","402M00158","NATLow","csci","HBUS",9
"85","402M00158","NATMed","csci","UBLS",4
"86","402M00158","NATMed","csci","UBUS",5
"87","402M00177","NAT","csci","UBLS",7
"88","402M00177","NAT","csci","UBUS",2
"89","402M00177","NATHigh","csci","UBLS",9
"90","402M00177","NATLow","csci","UBUS",9
"91","402M00177","NATMed","csci","UBLS",7
"92","402M00177","NATMed","csci","UBUS",2
"93","402M00191","NAT","csci","HBLS",6
"94","402M00191","NAT","csci","HBUS",3
"95","402M00191","NATHigh","csci","UBLS",9
"96","402M00191","NATLow","csci","HBUS",9
"97","402M00191","NATMed","csci","HBLS",6
"98","402M00191","NATMed","csci","HBUS",3
"99","402MJCMHS","NAT","csci","HBLS",7
"100","402MJCMHS","NAT","csci","HBUS",2
"101","402MJCMHS","NATHigh","csci","HBLS",9
"102","402MJCMHS","NATLow","csci","HBUS",9
"103","402MJCMHS","NATMed","csci","HBLS",7
"104","402MJCMHS","NATMed","csci","HBUS",2
"105","402MTCUNF","NAT","csci","HBLS",7
"106","402MTCUNF","NAT","csci","HBUS",2
"107","402MTCUNF","NATHigh","csci","HBLS",9
"108","402MTCUNF","NATLow","csci","HBUS",9
"109","402MTCUNF","NATMed","csci","HBLS",7
"110","402MTCUNF","NATMed","csci","HBUS",2
"111","402PS0048","NAT","csci","HBLS",7
"112","402PS0048","NAT","csci","HBUS",2
"113","402PS0048","NATHigh","csci","HBLS",9
"114","402PS0048","NATLow","csci","HBUS",9
"115","402PS0048","NATMed","csci","HBLS",7
"116","402PS0048","NATMed","csci","HBUS",2
"117","402S00079","NAT","csci","HBLS",7
"118","402S00079","NAT","csci","HBUS",2
"119","402S00079","NATHigh","csci","UBLS",9
"120","402S00079","NATLow","csci","HBUS",9
"121","402S00079","NATMed","csci","HBLS",7
"122","402S00079","NATMed","csci","HBUS",2
"123","402S00095","NAT","csci","UBLS",8
"124","402S00095","NAT","csci","UBUS",1
"125","402S00095","NATHigh","csci","UBLS",9
"126","402S00095","NATLow","csci","HBUS",9
"127","402S00095","NATMed","csci","UBLS",8
"128","402S00095","NATMed","csci","UBUS",1
"129","402S00143","NAT","csci","UBLS",7
"130","402S00143","NAT","csci","UBUS",2
"131","402S00143","NATHigh","csci","UBLS",9
"132","402S00143","NATLow","csci","HBUS",9
"133","402S00143","NATMed","csci","UBLS",7
"134","402S00143","NATMed","csci","UBUS",2
"135","402S00287","NAT","csci","HBLS",9
"136","402S00287","NATHigh","csci","HBLS",5
"137","402S00287","NATHigh","csci","HBVLS",4
"138","402S00287","NATLow","csci","HBLS",7
"139","402S00287","NATLow","csci","HBUS",2
"140","402S00287","NATMed","csci","HBLS",9
"141","402SNPMCR","NAT","csci","UBLS",7
"142","402SNPMCR","NAT","csci","UBUS",2
"143","402SNPMCR","NATHigh","csci","UBLS",9
"144","402SNPMCR","NATLow","csci","UBUS",9
"145","402SNPMCR","NATMed","csci","UBLS",7
"146","402SNPMCR","NATMed","csci","UBUS",2
"147","402WE0536","NAT","csci","HBLS",7
"148","402WE0536","NAT","csci","HBUS",2
"149","402WE0536","NATHigh","csci","HBLS",9
"150","402WE0536","NATLow","csci","HBUS",9
"151","402WE0536","NATMed","csci","HBLS",7
"152","402WE0536","NATMed","csci","HBUS",2
"153","402WE0803","NAT","csci","HBLS",6
"154","402WE0803","NAT","csci","HBUS",3
"155","402WE0803","NATHigh","csci","HBLS",9
"156","402WE0803","NATLow","csci","HBUS",9
"157","402WE0803","NATMed","csci","HBLS",6
"158","402WE0803","NATMed","csci","HBUS",3
"159","402WER001","NAT","csci","HBLS",7
"160","402WER001","NAT","csci","HBUS",2
"161","402WER001","NATHigh","csci","HBLS",9
"162","402WER001","NATLow","csci","HBUS",9
"163","402WER001","NATMed","csci","HBLS",7
"164","402WER001","NATMed","csci","HBUS",2
"165","403CE0156","NAT","csci","HBLS",4
"166","403CE0156","NAT","csci","HBUS",5
"167","403CE0156","NATHigh","csci","HBLS",9
"168","403CE0156","NATLow","csci","HBLS",1
"169","403CE0156","NATLow","csci","HBUS",8
"170","403CE0156","NATMed","csci","HBLS",4
"171","403CE0156","NATMed","csci","HBUS",5
"172","403M01560","NAT","csci","UBLS",9
"173","403M01560","NATHigh","csci","UBLS",5
"174","403M01560","NATHigh","csci","UBVLS",4
"175","403M01560","NATLow","csci","UBLS",4
"176","403M01560","NATLow","csci","UBUS",5
"177","403M01560","NATMed","csci","UBLS",9
"178","403M01575","NAT","csci","HBLS",6
"179","403M01575","NAT","csci","HBUS",3
"180","403M01575","NATHigh","csci","UBLS",9
"181","403M01575","NATLow","csci","HBUS",9
"182","403M01575","NATMed","csci","HBLS",6
"183","403M01575","NATMed","csci","HBUS",3
"184","403M01580","NAT","csci","UBLS",9
"185","403M01580","NATHigh","csci","UBLS",5
"186","403M01580","NATHigh","csci","UBVLS",4
"187","403M01580","NATLow","csci","UBLS",4
"188","403M01580","NATLow","csci","UBUS",5
"189","403M01580","NATMed","csci","UBLS",9
"190","403M01619","NAT","csci","UBLS",6
"191","403M01619","NAT","csci","UBUS",3
"192","403M01619","NATHigh","csci","UBLS",9
"193","403M01619","NATLow","csci","HBUS",9
"194","403M01619","NATMed","csci","UBLS",6
"195","403M01619","NATMed","csci","UBUS",3
"196","403M01625","NAT","csci","HBLS",8
"197","403M01625","NAT","csci","HBUS",1
"198","403M01625","NATHigh","csci","HBLS",9
"199","403M01625","NATLow","csci","HBUS",9
"200","403M01625","NATMed","csci","HBLS",8
"201","403M01625","NATMed","csci","HBUS",1
"202","403M01629","NAT","csci","HBLS",5
"203","403M01629","NAT","csci","HBUS",4
"204","403M01629","NATHigh","csci","UBLS",9
"205","403M01629","NATLow","csci","HBLS",1
"206","403M01629","NATLow","csci","HBUS",8
"207","403M01629","NATMed","csci","HBLS",5
"208","403M01629","NATMed","csci","HBUS",4
"209","403M05758","NAT","csci","HBLS",9
"210","403M05758","NATHigh","csci","UBLS",7
"211","403M05758","NATHigh","csci","UBVLS",2
"212","403M05758","NATLow","csci","HBUS",9
"213","403M05758","NATMed","csci","HBLS",9
"214","403M05774","NAT","csci","UBLS",9
"215","403M05774","NATHigh","csci","UBLS",7
"216","403M05774","NATHigh","csci","UBVLS",2
"217","403M05774","NATLow","csci","HBUS",9
"218","403M05774","NATMed","csci","UBLS",9
"219","403M05795","NAT","csci","HBLS",8
"220","403M05795","NAT","csci","HBUS",1
"221","403M05795","NATHigh","csci","UBLS",9
"222","403M05795","NATLow","csci","HBUS",9
"223","403M05795","NATMed","csci","HBLS",8
"224","403M05795","NATMed","csci","HBUS",1
"225","403M05832","NAT","csci","HBLS",7
"226","403M05832","NAT","csci","HBUS",2
"227","403M05832","NATHigh","csci","UBLS",9
"228","403M05832","NATLow","csci","HBUS",9
"229","403M05832","NATMed","csci","HBLS",7
"230","403M05832","NATMed","csci","HBUS",2
"231","403M05947","NAT","csci","UBLS",5
"232","403M05947","NAT","csci","UBUS",4
"233","403M05947","NATHigh","csci","UBLS",9
"234","403M05947","NATLow","csci","UBUS",9
"235","403M05947","NATMed","csci","UBLS",5
"236","403M05947","NATMed","csci","UBUS",4
"237","403R4S117","NAT","csci","UBLS",7
"238","403R4S117","NAT","csci","UBUS",2
"239","403R4S117","NATHigh","csci","UBLS",9
"240","403R4S117","NATLow","csci","HBUS",9
"241","403R4S117","NATMed","csci","UBLS",7
"242","403R4S117","NATMed","csci","UBUS",2
"243","403S00064","NAT","csci","UBLS",7
"244","403S00064","NAT","csci","UBUS",2
"245","403S00064","NATHigh","csci","UBLS",9
"246","403S00064","NATLow","csci","HBUS",9
"247","403S00064","NATMed","csci","UBLS",7
"248","403S00064","NATMed","csci","UBUS",2
"249","403S00171","NAT","csci","HBLS",7
"250","403S00171","NAT","csci","HBUS",1
"251","403S00171","NAT","csci","HBVLS",1
"252","403S00171","NATHigh","csci","HBLS",5
"253","403S00171","NATHigh","csci","HBVLS",4
"254","403S00171","NATLow","csci","HBLS",7
"255","403S00171","NATLow","csci","HBUS",2
"256","403S00171","NATMed","csci","HBLS",7
"257","403S00171","NATMed","csci","HBUS",1
"258","403S00171","NATMed","csci","HBVLS",1
"259","403S00772","NAT","csci","UBLS",7
"260","403S00772","NAT","csci","UBUS",2
"261","403S00772","NATHigh","csci","UBLS",9
"262","403S00772","NATLow","csci","UBUS",9
"263","403S00772","NATMed","csci","UBLS",7
"264","403S00772","NATMed","csci","UBUS",2
"265","403S01195","NAT","csci","HBLS",6
"266","403S01195","NAT","csci","HBUS",3
"267","403S01195","NATHigh","csci","UBLS",9
"268","403S01195","NATLow","csci","HBUS",9
"269","403S01195","NATMed","csci","HBLS",6
"270","403S01195","NATMed","csci","HBUS",3
"271","403S05291","NAT","csci","HBLS",6
"272","403S05291","NAT","csci","HBUS",3
"273","403S05291","NATHigh","csci","HBLS",9
"274","403S05291","NATLow","csci","HBUS",9
"275","403S05291","NATMed","csci","HBLS",6
"276","403S05291","NATMed","csci","HBUS",3
"277","403S06139","NAT","csci","UBLS",6
"278","403S06139","NAT","csci","UBUS",3
"279","403S06139","NATHigh","csci","UBLS",9
"280","403S06139","NATLow","csci","UBUS",9
"281","403S06139","NATMed","csci","UBLS",6
"282","403S06139","NATMed","csci","UBUS",3
"283","403S06315","NAT","csci","HBLS",7
"284","403S06315","NAT","csci","HBUS",2
"285","403S06315","NATHigh","csci","HBLS",9
"286","403S06315","NATLow","csci","HBUS",9
"287","403S06315","NATMed","csci","HBLS",7
"288","403S06315","NATMed","csci","HBUS",2
"289","403SPCNWS","NAT","csci","HBLS",6
"290","403SPCNWS","NAT","csci","HBUS",3
"291","403SPCNWS","NATHigh","csci","HBLS",9
"292","403SPCNWS","NATLow","csci","HBUS",9
"293","403SPCNWS","NATMed","csci","HBLS",6
"294","403SPCNWS","NATMed","csci","HBUS",3
"295","403STC009","NAT","csci","HBLS",8
"296","403STC009","NAT","csci","HBUS",1
"297","403STC009","NATHigh","csci","HBLS",9
"298","403STC009","NATLow","csci","HBUS",9
"299","403STC009","NATMed","csci","HBLS",8
"300","403STC009","NATMed","csci","HBUS",1
"301","403STC016","NAT","csci","UBLS",9
"302","403STC016","NATHigh","csci","UBLS",5
"303","403STC016","NATHigh","csci","UBVLS",4
"304","403STC016","NATLow","csci","HBLS",5
"305","403STC016","NATLow","csci","HBUS",4
"306","403STC016","NATMed","csci","UBLS",9
"307","403STC024","NAT","csci","HBLS",8
"308","403STC024","NAT","csci","HBUS",1
"309","403STC024","NATHigh","csci","HBLS",8
"310","403STC024","NATHigh","csci","HBVLS",1
"311","403STC024","NATLow","csci","HBUS",9
"312","403STC024","NATMed","csci","HBLS",8
"313","403STC024","NATMed","csci","HBUS",1
"314","403STC025","NAT","csci","HBLS",8
"315","403STC025","NAT","csci","HBUS",1
"316","403STC025","NATHigh","csci","HBLS",9
"317","403STC025","NATLow","csci","HBUS",9
"318","403STC025","NATMed","csci","HBLS",8
"319","403STC025","NATMed","csci","HBUS",1
"320","403STC026","NAT","csci","HBLS",7
"321","403STC026","NAT","csci","HBUS",2
"322","403STC026","NATHigh","csci","UBLS",9
"323","403STC026","NATLow","csci","HBUS",9
"324","403STC026","NATMed","csci","HBLS",7
"325","403STC026","NATMed","csci","HBUS",2
"326","403STC064","NAT","csci","UBLS",7
"327","403STC064","NAT","csci","UBUS",2
"328","403STC064","NATHigh","csci","UBLS",9
"329","403STC064","NATLow","csci","HBUS",9
"330","403STC064","NATMed","csci","UBLS",7
"331","403STC064","NATMed","csci","UBUS",2
"332","403STC070","NAT","csci","HBLS",6
"333","403STC070","NAT","csci","HBUS",3
"334","403STC070","NATHigh","csci","HBLS",9
"335","403STC070","NATLow","csci","HBUS",9
"336","403STC070","NATMed","csci","HBLS",6
"337","403STC070","NATMed","csci","HBUS",3
"338","403STC071","NAT","csci","UBLS",6
"339","403STC071","NAT","csci","UBUS",3
"340","403STC071","NATHigh","csci","UBLS",9
"341","403STC071","NATLow","csci","HBUS",9
"342","403STC071","NATMed","csci","UBLS",6
"343","403STC071","NATMed","csci","UBUS",3
"344","403STC090","NATHigh","csci","HBLS",9
"345","403STC090","NATLow","csci","HBLS",1
"346","403STC090","NATLow","csci","HBUS",8
"347","403STC090","NATMed","csci","HBLS",5
"348","403STC090","NATMed","csci","HBUS",4
"349","403STC090","SB2","csci","HBLS",1
"350","403STC090","SB2","csci","HBUS",8
"351","403STCEST","NAT","csci","UBLS",9
"352","403STCEST","NATHigh","csci","UBLS",5
"353","403STCEST","NATHigh","csci","UBVLS",4
"354","403STCEST","NATLow","csci","UBLS",4
"355","403STCEST","NATLow","csci","UBUS",5
"356","403STCEST","NATMed","csci","UBLS",9
"357","403STCSSP","NAT","csci","UBLS",7
"358","403STCSSP","NAT","csci","UBUS",2
"359","403STCSSP","NATHigh","csci","UBLS",9
"360","403STCSSP","NATLow","csci","HBUS",9
"361","403STCSSP","NATMed","csci","UBLS",7
"362","403STCSSP","NATMed","csci","UBUS",2
"363","403WE0501","NAT","csci","HBLS",5
"364","403WE0501","NAT","csci","HBUS",4
"365","403WE0501","NATHigh","csci","UBLS",9
"366","403WE0501","NATLow","csci","HBUS",9
"367","403WE0501","NATMed","csci","HBLS",5
"368","403WE0501","NATMed","csci","HBUS",4
"369","403WE0534","NAT","csci","HBLS",8
"370","403WE0534","NAT","csci","HBUS",1
"371","403WE0534","NATHigh","csci","UBLS",9
"372","403WE0534","NATLow","csci","HBUS",9
"373","403WE0534","NATMed","csci","HBLS",8
"374","403WE0534","NATMed","csci","HBUS",1
"375","403WE0540","NAT","csci","HBLS",6
"376","403WE0540","NAT","csci","HBUS",3
"377","403WE0540","NATHigh","csci","UBLS",9
"378","403WE0540","NATLow","csci","HBUS",9
"379","403WE0540","NATMed","csci","HBLS",6
"380","403WE0540","NATMed","csci","HBUS",3
"381","403WE0560","NAT","csci","UBLS",7
"382","403WE0560","NAT","csci","UBUS",2
"383","403WE0560","NATHigh","csci","UBLS",9
"384","403WE0560","NATLow","csci","HBUS",9
"385","403WE0560","NATMed","csci","UBLS",7
"386","403WE0560","NATMed","csci","UBUS",2
"387","403WE0746","NATHigh","csci","HBLS",9
"388","403WE0746","NATLow","csci","HBLS",1
"389","403WE0746","NATLow","csci","HBUS",8
"390","403WE0746","NATMed","csci","HBLS",5
"391","403WE0746","NATMed","csci","HBUS",4
"392","403WE0795","NAT","csci","HBLS",6
"393","403WE0795","NAT","csci","HBUS",3
"394","403WE0795","NATHigh","csci","UBLS",9
"395","403WE0795","NATLow","csci","HBUS",9
"396","403WE0795","NATMed","csci","HBLS",6
"397","403WE0795","NATMed","csci","HBUS",3
"398","403WE0891","NAT","csci","HBLS",6
"399","403WE0891","NAT","csci","HBUS",3
"400","403WE0891","NATHigh","csci","HBLS",9
"401","403WE0891","NATLow","csci","HBUS",9
"402","403WE0891","NATMed","csci","HBLS",6
"403","403WE0891","NATMed","csci","HBUS",3
"404","404M04599","NAT","csci","HBLS",9
"405","404M04599","NATHigh","csci","HBLS",9
"406","404M04599","NATLow","csci","HBUS",9
"407","404M04599","NATMed","csci","HBLS",9
"408","404M04672","NAT","csci","UBLS",7
"409","404M04672","NAT","csci","UBUS",1
"410","404M04672","NAT","csci","UBVLS",1
"411","404M04672","NATHigh","csci","UBLS",6
"412","404M04672","NATHigh","csci","UBVLS",3
"413","404M04672","NATLow","csci","HBLS",5
"414","404M04672","NATLow","csci","HBUS",4
"415","404M04672","NATMed","csci","UBLS",7
"416","404M04672","NATMed","csci","UBUS",1
"417","404M04672","NATMed","csci","UBVLS",1
"418","404M04674","NATHigh","csci","UBLS",9
"419","404M04674","NATLow","csci","UBUS",9
"420","404M04674","NATMed","csci","UBLS",8
"421","404M04674","NATMed","csci","UBUS",1
"422","404M04674","SB2","csci","UBLS",3
"423","404M04674","SB2","csci","UBUS",6
"424","404M07346","NAT","csci","UBLS",7
"425","404M07346","NAT","csci","UBUS",2
"426","404M07346","NATHigh","csci","UBLS",9
"427","404M07346","NATLow","csci","HBLS",1
"428","404M07346","NATLow","csci","HBUS",8
"429","404M07346","NATMed","csci","UBLS",7
"430","404M07346","NATMed","csci","UBUS",2
"431","404M07349","NAT","csci","UBLS",9
"432","404M07349","NATHigh","csci","UBLS",9
"433","404M07349","NATLow","csci","HBUS",9
"434","404M07349","NATMed","csci","UBLS",9
"435","404M07362","NAT","csci","UBLS",7
"436","404M07362","NAT","csci","UBUS",2
"437","404M07362","NATHigh","csci","UBLS",9
"438","404M07362","NATLow","csci","UBLS",1
"439","404M07362","NATLow","csci","UBUS",8
"440","404M07362","NATMed","csci","UBLS",7
"441","404M07362","NATMed","csci","UBUS",2
"442","404M07364","NAT","csci","HBLS",9
"443","404M07364","NATHigh","csci","UBLS",9
"444","404M07364","NATLow","csci","HBUS",9
"445","404M07364","NATMed","csci","HBLS",9
"446","404M07368","NAT","csci","UBLS",9
"447","404M07368","NATHigh","csci","UBLS",9
"448","404M07368","NATLow","csci","UBUS",9
"449","404M07368","NATMed","csci","UBLS",9
"450","404M07372","NAT","csci","UBLS",9
"451","404M07372","NATHigh","csci","UBLS",9
"452","404M07372","NATLow","csci","UBUS",9
"453","404M07372","NATMed","csci","UBLS",9
"454","404M07375","NAT","csci","HBLS",8
"455","404M07375","NAT","csci","HBVLS",1
"456","404M07375","NATHigh","csci","UBLS",5
"457","404M07375","NATHigh","csci","UBVLS",4
"458","404M07375","NATLow","csci","HBLS",8
"459","404M07375","NATLow","csci","HBUS",1
"460","404M07375","NATMed","csci","HBLS",8
"461","404M07375","NATMed","csci","HBVLS",1
"462","404M07376","NAT","csci","HBLS",8
"463","404M07376","NAT","csci","HBUS",1
"464","404M07376","NATHigh","csci","HBLS",9
"465","404M07376","NATLow","csci","HBLS",1
"466","404M07376","NATLow","csci","HBUS",8
"467","404M07376","NATMed","csci","HBLS",8
"468","404M07376","NATMed","csci","HBUS",1
"469","404R4S009","NAT","csci","UBLS",8
"470","404R4S009","NAT","csci","UBUS",1
"471","404R4S009","NATHigh","csci","UBLS",7
"472","404R4S009","NATHigh","csci","UBVLS",2
"473","404R4S009","NATLow","csci","UBLS",4
"474","404R4S009","NATLow","csci","UBUS",5
"475","404R4S009","NATMed","csci","UBLS",8
"476","404R4S009","NATMed","csci","UBUS",1
"477","404R4S050","NAT","csci","UBLS",9
"478","404R4S050","NATHigh","csci","UBLS",9
"479","404R4S050","NATLow","csci","HBUS",9
"480","404R4S050","NATMed","csci","UBLS",9
"481","404S44642","NAT","csci","UBLS",6
"482","404S44642","NAT","csci","UBUS",3
"483","404S44642","NATHigh","csci","UBLS",9
"484","404S44642","NATLow","csci","UBLS",1
"485","404S44642","NATLow","csci","UBUS",8
"486","404S44642","NATMed","csci","UBLS",6
"487","404S44642","NATMed","csci","UBUS",3
"488","405BH2Axx","NAT","csci","HBLS",7
"489","405BH2Axx","NAT","csci","HBUS",2
"490","405BH2Axx","NATHigh","csci","HBLS",9
"491","405BH2Axx","NATLow","csci","HBUS",9
"492","405BH2Axx","NATMed","csci","HBLS",7
"493","405BH2Axx","NATMed","csci","HBUS",2
"494","405BH2Bxx","NATHigh","csci","HBLS",9
"495","405BH2Bxx","NATLow","csci","HBUS",9
"496","405BH2Bxx","NATMed","csci","HBLS",7
"497","405BH2Bxx","NATMed","csci","HBUS",2
"498","405BH3Axx","NAT","csci","HBLS",7
"499","405BH3Axx","NAT","csci","HBUS",2
"500","405BH3Axx","NATHigh","csci","HBLS",9
"501","405BH3Axx","NATLow","csci","HBUS",9
"502","405BH3Axx","NATMed","csci","HBLS",7
"503","405BH3Axx","NATMed","csci","HBUS",2
"504","405BH3Bxx","NATHigh","csci","HBLS",9
"505","405BH3Bxx","NATLow","csci","HBUS",9
"506","405BH3Bxx","NATMed","csci","HBLS",7
"507","405BH3Bxx","NATMed","csci","HBUS",2
"508","405M10598","HB","csci","UBUS",9
"509","405M10598","NATHigh","csci","UBLS",9
"510","405M10598","NATLow","csci","UBUS",9
"511","405M10598","NATMed","csci","UBLS",9
"512","405M10600","HB","csci","UBLS",5
"513","405M10600","HB","csci","UBUS",3
"514","405M10600","HB","csci","UBVLS",1
"515","405M10600","NATHigh","csci","UBLS",6
"516","405M10600","NATHigh","csci","UBVLS",3
"517","405M10600","NATLow","csci","UBLS",3
"518","405M10600","NATLow","csci","UBUS",5
"519","405M10600","NATLow","csci","UBVLS",1
"520","405M10600","NATMed","csci","UBLS",7
"521","405M10600","NATMed","csci","UBVLS",2
"522","405PS0030","NAT","csci","UBLS",7
"523","405PS0030","NAT","csci","UBUS",2
"524","405PS0030","NATHigh","csci","UBLS",9
"525","405PS0030","NATLow","csci","HBUS",9
"526","405PS0030","NATMed","csci","UBLS",7
"527","405PS0030","NATMed","csci","UBUS",2
"528","405PS0036","NATHigh","csci","HBLS",9
"529","405PS0036","NATLow","csci","HBUS",9
"530","405PS0036","NATMed","csci","HBLS",7
"531","405PS0036","NATMed","csci","HBUS",2
"532","405S03280","NAT","csci","HBLS",7
"533","405S03280","NAT","csci","HBUS",2
"534","405S03280","NATHigh","csci","HBLS",9
"535","405S03280","NATLow","csci","HBUS",9
"536","405S03280","NATMed","csci","HBLS",7
"537","405S03280","NATMed","csci","HBUS",2
"538","408BH5Axx","NATHigh","csci","UBLS",9
"539","408BH5Axx","NATLow","csci","HBUS",9
"540","408BH5Axx","NATMed","csci","HBLS",9
"541","408BH5Bxx","NATHigh","csci","UBLS",9
"542","408BH5Bxx","NATLow","csci","HBUS",9
"543","408BH5Bxx","NATMed","csci","UBLS",9
"544","408BH5Cxx","NATHigh","csci","UBLS",9
"545","408BH5Cxx","NATLow","csci","HBUS",9
"546","408BH5Cxx","NATMed","csci","UBLS",9
"547","408BH5Cxx","SB2","csci","UBLS",2
"548","408BH5Cxx","SB2","csci","UBUS",7
"549","408CAL013","HB","csci","UBUS",9
"550","408CAL013","NATHigh","csci","UBLS",9
"551","408CAL013","NATLow","csci","UBUS",9
"552","408CAL013","NATMed","csci","UBLS",9
"553","408M03005","HB","csci","HBUS",9
"554","408M03005","NATHigh","csci","UBLS",9
"555","408M03005","NATLow","csci","HBUS",9
"556","408M03005","NATMed","csci","UBLS",9
"557","408M03019","NATHigh","csci","UBLS",9
"558","408M03019","NATLow","csci","HBUS",9
"559","408M03019","NATMed","csci","UBLS",8
"560","408M03019","NATMed","csci","UBUS",1
"561","408M03019","SB0","csci","UBLS",7
"562","408M03019","SB0","csci","UBUS",2
"563","408M03190","NATHigh","csci","UBLS",9
"564","408M03190","NATLow","csci","HBUS",9
"565","408M03190","NATMed","csci","UBLS",8
"566","408M03190","NATMed","csci","UBUS",1
"567","408M03190","SB2","csci","UBLS",3
"568","408M03190","SB2","csci","UBUS",6
"569","408S00036","NATHigh","csci","UBLS",7
"570","408S00036","NATHigh","csci","UBVLS",2
"571","408S00036","NATLow","csci","UBLS",5
"572","408S00036","NATLow","csci","UBUS",4
"573","408S00036","NATMed","csci","UBLS",8
"574","408S00036","NATMed","csci","UBUS",1
"575","408S00036","SB2","csci","UBLS",9
"576","408S00660","NATHigh","csci","UBLS",9
"577","408S00660","NATLow","csci","UBUS",9
"578","408S00660","NATMed","csci","UBLS",8
"579","408S00660","NATMed","csci","UBUS",1
"580","408S00660","SB2","csci","UBLS",4
"581","408S00660","SB2","csci","UBUS",5
"582","411M07394","HB","csci","UBLS",3
"583","411M07394","HB","csci","UBUS",5
"584","411M07394","HB","csci","UBVLS",1
"585","411M07394","NATHigh","csci","UBLS",6
"586","411M07394","NATHigh","csci","UBVLS",3
"587","411M07394","NATLow","csci","UBLS",2
"588","411M07394","NATLow","csci","UBUS",6
"589","411M07394","NATLow","csci","UBVLS",1
"590","411M07394","NATMed","csci","UBLS",7
"591","411M07394","NATMed","csci","UBUS",1
"592","411M07394","NATMed","csci","UBVLS",1
"593","412BH1Axx","NATHigh","csci","UBLS",9
"594","412BH1Axx","NATLow","csci","UBUS",9
"595","412BH1Axx","NATMed","csci","UBLS",7
